exam,exam_question_index,module,question_type,passage_or_sentence,question_text,A,B,C,D,correct,explanation
2,54,2,Main Idea,"social media misinformation has been debated in recent years; while some emphasize immediate practical benefits, others highlight long-term cultural impacts.",Which choice best states the central idea of the passage?,It focuses only on short-term benefits.,It contrasts immediate practical benefits with lasting cultural impacts.,It argues the topic has no meaningful impact.,It claims the topic is universally praised.,B,Passage contrasts short-term practical benefits with long-term cultural impacts; B captures central idea.
3,1,1,Rhetorical Strategy,The author shifts from a statistical overview to a first-person anecdote about a family affected by policy.,What rhetorical effect does this shift produce?,It undermines the statistics.,"It personalizes abstract data, making consequences tangible.",It provides unrelated narrative.,It confuses the reader.,B,Switching to anecdote personalizes the data; B captures effect.
3,2,1,Punctuation,The project requires careful planning however it also needs flexibility.,Which punctuation best corrects the sentence?,"planning, however, it","planning; however, it",planning however it,"planning. however, it",B,Semicolon + transition is correct between independent clauses.
3,3,1,Words in Context,"Scholars described the proposal as ""temper"", noting it departed from established methods.","As used in the passage, ""temper"" most nearly means:",weaken,intensify,measure,temporary,A,"""temper"" in scholarly context usually means weaken rather than the other choices."
3,4,1,Rhetorical Strategy,The author shifts from a statistical overview to a first-person anecdote about a family affected by policy.,What rhetorical effect does this shift produce?,It undermines the statistics.,"It personalizes abstract data, making consequences tangible.",It provides unrelated narrative.,It confuses the reader.,B,Switching to anecdote personalizes the data; B captures effect.
3,5,1,Parallelism,"The internship aims to teach students to write clearly, to present ideas confidently, and improving teamwork.",Which choice best corrects the sentence?,NO CHANGE,"to write clearly, to present ideas confidently, and to improve teamwork","write clearly, present ideas confidently, and improves teamwork","to write clearly, presenting ideas confidently, and improving teamwork",B,Parallel structure requires same verb form 'to ...' for each item.
3,6,1,Function of Detail,The writer notes that City X preserved its old markets. This detail appears in a paragraph about urban continuity.,Why does the author include this detail?,To indicate City X has no modern infrastructure.,To illustrate continuity amid modernization.,To criticize market vendors.,To argue markets are harmful.,B,Detail shows continuity amid change; B matches function.
3,7,1,Vocabulary in Context,"The study was initially considered sound by peers, but later evidence supported its claims.","As used here, ""sound"" most nearly means:",reliable,noisy,illegal,controversial,A,"In this scientific context, sound indicates reliable."
3,8,1,Inference,"Researchers observed that historical diaries initially failed in a number of trials, yet later innovations improved outcomes significantly.",Which inference is best supported by the passage?,Initial failure means the approach is invalid.,Later improvements indicate the approach had potential despite early setbacks.,All innovations always succeed eventually.,No further research is needed.,B,Passage suggests potential despite early failures; B is reasonable inference.
3,9,1,Author's Purpose,"By describing the community's everyday routines, the author highlighted how small practices reinforce local identity.",What is the primary purpose of the author's description?,To criticize local customs.,To show how mundane practices shape communal identity.,To propose policy change.,To describe a single individual's life.,B,Detail illustrates how everyday routines contribute to identity; B states this purpose.
